"LARVALCATCHPER10M2" "year" "lat" "lon" "doy"
"3004" 655.05629 1993 54.04833 -169.0583 111
"3005" 2371.57731 1993 54.35 -166.88001 106
"3006" 354.21623 1994 54.175 -166.2867 119
"3008" 1671.98171 2007 56.64833 -169.11267 131
"3009" 9766.49573 2002 55.64583 -163.16116 135
"3012" 0 1993 54.11333 -167.0067 118
"3015" 0 2008 56.3035 -163.8015 137
"3016" 248.23107 2008 55.74583 -163.76167 137
"3017" 90.62128 2005 58.25134 -168.83484 136
"3018" 33.0066 2002 56.04716 -165.55083 138
"3019" 0 2009 55.00583 -167.03383 136
"3020" 511.81501 2005 58.28183 -170.0825 144
"3023" 65.97191 2002 54.67017 -167.205 136
"3024" 274.88115 2002 54.45933 -165.02083 134
"3025" 0 2006 55.525 -163.55251 135
"3026" 528.7327 2002 54.90933 -166.455 136
"3027" 75.16593 2002 54.132 -166.20633 133
"3028" 0 2006 55.98433 -162.981 136
"3036" 1229.64949 2006 56.80183 -161.22734 137
"3037" 175.95423 2006 54.42933 -167.95717 130
"3038" 6.92482 2007 57.12983 -163.79849 114
"3044" 67.21666 2003 55.28833 -164.325 143
"3045" 231.93646 2006 55.05467 -165.08733 134
"3048" 0 2009 56.163 -165.173 135
"3050" 0 2003 54.23333 -166.79016 138
"3053" 0 2003 54.81017 -165.86566 144
"3055" 5.847 2003 54.58767 -165.651 138
"3056" 67.31433 2003 54.37083 -165.44717 138
"3072" 14.83263 2008 54.12733 -166.18466 133
"3076" 4.34889 2010 57.6845 -159.00717 159
"3098" 0 2008 54.373 -165.27916 134
"3099" 0 2009 56.30783 -163.80516 133
"3100" 1360.20456 2008 55.59717 -162.612 136
"3101" 1464.83177 2008 55.86633 -163.36951 137
"3116" 0 2009 55.44567 -167.44901 137
"3117" 0 2009 55.06767 -164.12849 135
"3120" 0 2007 58.82317 -168.17267 115
"3123" 0 2008 55.40767 -163.94 139
"3124" 42.0476 2008 54.70867 -166.23384 140
"3125" 0 2009 56.56233 -162.0195 132
"3126" 0 2009 56.0015 -161.9885 132
"3127" 1022.62088 1994 55.16333 -169.16499 106
"3128" 251.60921 1994 54.1 -166.23669 118
"3134" 112.60883 2007 56.12983 -172.47717 134
"3135" 31.77404 2007 56.667 -168.13716 131
"3136" 160.46462 2007 56.8875 -168.36833 131
"3137" 0 2007 56.34933 -172.68967 134
"3139" 311.26114 2007 57.40717 -171.31934 129
"3141" 76.60655 1994 53.88 -167.5 119
"3142" 281.27439 2014 58.0518 -171.9772 156
"3143" 88.10308 2014 54.4565 -166.9418 141
"3145" 0 2014 56.4778 -160.4122 147
"3147" 6.49626 2014 55.8347 -170.7495 158
"3156" 539.07664 2014 56.1217 -161.594 146
"3162" 29.17833 2014 56.845 -164.837 147
"3166" 288.93184 2014 56.1683 -165.1703 143
"3167" 56.11576 2014 55.551 -162.5715 145
"3172" 0 2012 54.928 -164.9867 119
"3177" 0 2007 58.73667 -165.89549 178
"3178" 157.21497 2010 55.56617 -162.58034 131
"3179" 295.78273 2010 57.17017 -171.0855 134
"3183" 16.00986 2006 58.071 -168.72734 109
"3184" 0 2006 58.40467 -173.67267 120
"3185" 0 2008 56.943 -163.8325 127
"3192" 0 2014 54.9363 -164.9947 128
"3193" 1367.64486 2012 57.41033 -170.3552 150
"3196" 4.93051 2012 54.447 -167.0003 123
"3197" 10.31061 2012 54.25033 -165.8253 124
"3198" 44.87438 2012 55.28683 -164.3265 139
"3200" 0 2012 55.59067 -166.1032 138
"3201" 186.64864 2012 56.30883 -169.267 149
"3202" 0 2012 54.83017 -164.8812 138
"3208" 0 2012 56.66217 -163.8588 128
"3209" 248.71353 2012 55.76266 -162.7705 142
"3210" 774.34817 2012 56.41183 -169.8465 149
"3212" 684.89574 2012 56.63217 -170.0613 150
"3227" 360.44787 2012 56.08683 -163.5867 141
"3229" 7.62013 1995 55.48433 -165.51331 116
"3230" 96.68107 1995 55.24483 -166.2767 116
"3231" 3313.20526 2014 57.1082 -168.5788 153
"3232" 6.52485 2014 54.4775 -166.042 136
"3233" 4.70557 2014 55.2492 -166.2745 141
"3234" 0 2014 54.9278 -165.479 142
"3235" 1385.54074 2014 57.0723 -170.5008 154
"3236" 5140.19654 2014 57.2883 -170.7295 154
"3237" 26.08652 2014 55.9042 -166.9153 148
"3238" 0 1997 57.85467 -168.87784 128
"3240" 213.03154 2014 56.8248 -165.8187 149
"3241" 76.50648 1997 55.50183 -169.58217 132
"3242" 7.45493 1997 55.4125 -169.07851 133
"3244" 5699.42314 1995 55.16517 -164.7103 133
"3245" 65.26097 1995 55.522 -163.5468 134
"3246" 176.10984 1995 55.7655 -162.7672 134
"3251" 0 1995 56.60583 -165.60249 127
"3253" 6.73955 1995 56.98217 -163.4623 130
"3254" 1309.46665 1995 56.76433 -163.2388 130
"3258" 4.64048 2014 55.5885 -166.1098 142
"3259" 64.42933 2014 54.346 -165.4327 127
"3260" 2113.65558 2014 57.5458 -169.028 154
"3262" 7384.06389 1993 54.29833 -166.5717 119
"3263" 1918.26053 1993 54.2 -166.62331 120
"3267" 786.91509 1995 55.267 -165.3022 133
"3276" 24.83732 1997 56.733 -163.88617 127
"3277" 5254.79855 1993 54.984 -167.9953 108
"3279" 23.69218 1993 53.39 -168.44 110
"3280" 1211.67501 1993 54.85167 -168.245 112
"3288" 135.68271 1999 54.44083 -164.9772 138
"3289" 21.01233 1995 56.16783 -165.17329 118
"3292" 551.88105 2007 56.50817 -170.44701 132
"3294" 28.4708 1994 53.51 -167.57829 120
"3301" 7.20956 1995 55.44783 -167.44479 109
"3302" 0 1995 55.22717 -167.241 109
"3303" 18.29148 1995 54.7865 -166.8215 111
"3304" 819.03731 1995 54.44483 -164.96201 112
"3305" 37.51647 1997 56.16833 -166.1022 109
"3306" 173.86164 1997 53.36067 -168.6983 106
"3307" 0 1994 54.92 -166.5 109
"3308" 1114.40724 1994 54.19833 -167.73331 109
"3309" 3440.14036 1994 54.45667 -167.95329 109
"3310" 29.75103 1994 55.26667 -164.48 116
"3313" 141.82424 2007 55.39017 -170.31867 129
"3318" 8973.78331 1988 55.38167 -169.01669 91
"3319" 44.69931 2012 56.3605 -160.8018 143
"3328" 0 2005 56.08967 -163.58901 136
"3329" 56.73304 2005 55.96684 -163.976 136
"3330" 0 1999 55.84717 -164.35921 105
"3331" 0 1999 55.48383 -165.52181 106
"3333" 399.65201 1988 54.75 -164.9167 101
"3340" 4.53639 2012 55.813 -166.3143 137
"3341" 262.74677 2005 55.40233 -163.94217 136
"3342" 7.46261 2005 54.8975 -166.43883 138
"3343" 242.20774 1991 55.95833 -171.2917 114
"3350" 12501.74085 1988 56.04167 -162.8 102
"3351" 480.04531 1988 55.25 -168.3 112
"3352" 65.12054 2012 56.971 -169.914 150
"3353" 376.60988 2012 56.73367 -170.6533 150
"3357" 129.60722 2012 55.72783 -164.7407 139
"3361" 2900.69857 2007 56.41217 -169.849 132
"3362" 0 2007 56.71017 -171.60201 134
"3363" 7.64097 2007 56.8115 -172.18066 134
"3364" 663.7739 1994 54.675 -164.9183 117
"3368" 0 2007 56.23033 -167.72316 130
"3369" 0 2007 56.332 -168.308 130
"3371" 69.34788 2014 57.4707 -172.8457 158
"3372" 233.64879 2014 58.1707 -171.6152 156
"3377" 350.59596 1994 54.725 -165.5567 118
"3378" 779.01177 1994 55.195 -168.20329 107
"3379" 849.33796 1994 54.72333 -168.74831 107
"3382" 65.10815 2007 55.975 -169.425 130
"3383" 1040.86609 1994 54.585 -165.6917 110
"3387" 18.55982 2014 55.9252 -165.9423 143
"3400" 57.24866 2014 58.628 -171.1188 156
"3402" 528.79562 2014 57.2415 -161.6717 147
"3405" 4.50167 2014 58.864 -170.3838 157
"3406" 25.87226 2014 56.1248 -161.1023 146
"3409" 0 2008 56.61083 -164.08733 127
"3410" 0 2007 56.97183 -165.87367 177
"3417" 125.33759 2014 58.1848 -170.6662 156
"3418" 11.45773 2014 54.812 -165.9255 141
"3421" 0 2006 58.688 -171.70383 117
"3427" 0 2009 58.06617 -168.72267 122
"3429" 0 2008 57.03167 -167.10916 172
"3430" 0 2009 58.7415 -168.49417 173
"3440" 5.05009 2014 58.6462 -170.1558 156
"3445" 0 2006 56.49933 -167.98367 175
"3446" 0 2010 55.45533 -167.44901 137
"3447" 0 2010 55.95167 -170.37984 135
"3448" 0 2010 55.888 -167.8745 136
"3450" 0 2008 55.55483 -167.70151 129
"3451" 605.31232 2012 56.85317 -170.2823 150
"3454" 4.27439 2012 56.60517 -165.6042 139
"3455" 0 2012 56.1655 -165.175 139
"3461" 0 2006 58.319 -172.59784 119
"3462" 0 2006 58.20083 -170.31351 113
"3466" 7.1054 2006 58.26 -168.7665 109
"3467" 0 2006 56.89933 -164.04401 105
"3469" 2549.80288 2002 56.541 -163.02367 137
"3472" 0 2012 56.84566 -164.835 141
"3473" 5.44723 2012 57.08283 -164.069 141
"3475" 19.21396 2014 54.6892 -166.2415 127
"3478" 0 2006 58.2975 -171.47316 114
"3480" 667.5052 2002 56.5255 -164.0215 137
"3481" 606.25622 2002 55.71217 -165.71516 138
"3482" 0 2009 55.10266 -167.61566 137
"3483" 27.54457 2006 54.37683 -165.2715 133
"3484" 242.87616 2012 56.07017 -169.9992 148
"3485" 71.28045 2012 56.19533 -169.6318 149
"3490" 37.90105 2002 54.78817 -166.83516 136
"3491" 136.27504 2006 55.36883 -165.89 134
"3493" 32.07072 2012 57.751 -170.2108 151
"3494" 20.02663 2012 55.6295 -169.5983 152
"3495" 0 2012 54.949 -164.502 138
"3497" 585.01412 2012 56.40583 -164.4027 140
"3498" 6230.95536 2012 55.96633 -163.9708 140
"3499" 222.03674 2012 56.1055 -162.5913 142
"3500" 0 2012 57.22967 -160.6552 144
"3503" 8.3163 2007 57.00083 -163.89967 114
"3504" 0 2007 57.6375 -163.28149 114
"3505" 0 2007 58.14417 -162.76401 115
"3509" 45.70325 2006 54.12617 -166.207 132
"3510" 55.75162 2006 55.48417 -165.52034 134
"3511" 0 2012 57.857 -168.8748 147
"3513" 98.42778 2012 56.12233 -161.591 142
"3514" 52.05871 2012 55.93317 -165.9405 137
"3515" 424.98568 2003 56.464 -161.40801 140
"3516" 178.90141 2003 56.1 -162.60167 143
"3517" 42.68337 2003 55.52833 -163.55333 143
"3525" 0 2009 55.17167 -164.71417 135
"3528" 25.38897 2008 55.72617 -164.74834 139
"3529" 0 2008 55.28567 -164.32916 139
"3535" 325.88001 2003 54.00933 -166.58833 138
"3536" 74.65423 2003 54.71167 -165.27049 139
"3552" 14.95079 2006 54.4805 -165.29733 142
"3556" 315.28963 2007 56.01317 -162.25583 168
"3565" 0 2008 54.41733 -165.15649 134
"3566" 0 2008 57.01917 -161.45383 135
"3568" 46.42259 2014 57.1505 -172.0375 158
"3569" 29.81332 2008 56.9 -163.03334 160
"3570" 0 2009 56.96867 -164.7085 163
"3573" 0 2010 56.66783 -163.86417 118
"3575" 0 2010 54.925 -165.47116 128
"3576" 0 2010 55.4835 -165.50783 128
"3577" 389.05067 2010 56.1845 -164.19333 130
"3579" 0 2008 56.4425 -162.4135 135
"3580" 120.35696 1994 54.36 -166.45 119
"3581" 226.9665 2014 56.546 -163.0267 145
"3588" 18.05467 2010 55.9435 -164.96283 130
"3589" 298.86244 2010 55.301 -163.33934 130
"3594" 78.39261 1994 55.4 -168.4267 107
"3597" 93.5689 2007 56.42933 -168.89534 131
"3598" 0 2007 55.37267 -171.26267 137
"3602" 8.57219 2007 56.27167 -171.06 117
"3603" 182.9735 2007 56.813 -170.10066 118
"3604" 1490.5045 1993 53.65833 -167.6767 110
"3605" 17.47028 1993 53.735 -168.2617 110
"3606" 73.82706 1993 54.18 -168.65669 110
"3607" 0 1993 54.28 -169.2583 111
"3608" 4260.92955 1993 54.85333 -168.3517 112
"3609" 22.37972 1995 55.68733 -166.70219 117
"3610" 298.26828 1999 54.683 -166.2345 139
"3611" 80.41213 1999 54.46667 -167.3183 136
"3617" 37.53043 1995 56.0445 -165.554 118
"3618" 7.10017 1995 56.266 -165.7697 118
"3619" 0 1995 56.60583 -165.60471 118
"3620" 664.44941 1995 56.2845 -164.7887 119
"3627" 100.93923 1995 54.2285 -166.7868 108
"3628" 6.37549 1995 55.5505 -168.03729 109
"3629" 28.66387 1995 55.99133 -168.47 109
"3630" 44.60584 1995 54.999 -164.877 112
"3631" 0 1997 57.85617 -168.87781 113
"3632" 0 1997 57.85083 -168.8615 113
"3633" 132.03742 1997 57.047 -170.14349 113
"3645" 0 2005 56.85083 -159.2075 132
"3646" 243.19944 2005 54.42317 -165.153 130
"3648" 22370.03313 1988 54.40833 -168.11501 92
"3651" 298.29633 2014 56.643 -163.6288 145
"3653" 2303.26534 2005 56.43667 -162.414 135
"3654" 2871.79941 1993 54.7 -168.1967 113
"3656" 0 1999 56.40417 -164.4037 105
"3657" 8477.22016 1993 54.36167 -166.385 115
"3658" 0 1999 55.6235 -164.16 105
"3659" 1000.65621 1988 54.75333 -165.5 101
"3660" 0 1988 55.8 -166.0667 109
"3665" 206.22872 2005 55.17183 -164.70033 130
"3666" 49.05465 2005 55.26067 -165.3065 138
"3669" 45.18017 1991 55.36667 -165.45 107
"3670" 187.32003 1991 54.8 -168.25 109
"3671" 0 1991 56.16667 -166.6333 111
"3674" 0 1991 55.3 -171.3 125
"3681" 0 2005 55.13 -166.67033 138
"3682" 92.66318 2005 55.02 -166.06084 138
"3683" 6.11409 2005 54.924 -165.474 139
"3684" 190.75562 2005 55.54917 -162.56183 131
"3687" 12.43307 2012 54.10966 -167.1747 122
"3695" 12.19033 2012 55.032 -166.0712 124
"3697" 38.22742 2014 55.7055 -165.7207 142
"3698" 798.76397 2014 58.3887 -171.8452 156
"3700" 859.80103 2014 56.443 -162.4148 146
"3701" 13.60857 2014 54.592 -165.6488 141
"3712" 145.02328 2014 54.2013 -166.7128 136
"3717" 490.85221 2014 57.5868 -167.0763 153
"3718" 67.39571 2014 56.8308 -171.232 154
"3719" 5507.74065 2014 57.4117 -170.3507 154
"3720" 456.27655 2014 56.3835 -165.3862 148
"3721" 384.38293 2014 56.5857 -166.5765 149
"3722" 12.98161 2014 56.0862 -169.0452 149
"3723" 6.34517 1995 54.91033 -166.4467 133
"3728" 7.445 1995 56.50567 -165.0015 128
"3729" 48.49971 2014 56.549 -168.5195 150
"3730" 1697.15936 2014 56.9038 -167.3988 150
"3731" 1251.79211 2014 57.0057 -167.9908 151
"3732" 61.08485 1997 54.33717 -165.4335 131
"3733" 5.80121 1995 56.30283 -163.8027 130
"3734" 13.69089 1995 55.454 -167.45 131
"3735" 125.96321 1995 55.25 -166.2748 131
"3736" 246.89789 1995 55.368 -165.8938 132
"3745" 41.80087 2014 56.5055 -170.4338 152
"3747" 4.21549 1997 53.445 -168.74767 124
"3751" 0 1995 56.08533 -163.58681 114
"3756" 931.87883 1993 55.22833 -167.25501 107
"3758" 1791.93342 1997 56.16767 -166.09833 126
"3759" 3895.79956 1993 54 -167.48669 109
"3760" 1604.09164 1993 54.42 -167.92329 109
"3761" 2528.79752 1993 54.52333 -168.52499 109
"3763" 6.04632 2012 54.31617 -168.3378 121
"3764" 5.17055 2012 54.64433 -168.1658 122
"3765" 0 2012 56.47917 -160.4052 144
"3766" 0 2012 58.0865 -170.0758 151
"3767" 27.06192 2012 54.01033 -166.587 123
"3768" 0 2012 55.24967 -166.2638 125
"3769" 0 2012 55.68533 -166.6922 125
"3771" 881.49109 2012 57.852 -170.8062 151
"3779" 1982.22486 2012 57.61133 -171.5355 152
"3780" 2837.36101 2014 57.2272 -168.2067 153
"3781" 30.21805 2014 54.6988 -166.245 136
"3790" 4.73675 2012 54.82 -164.8908 119
"3791" 27.8238 2014 55.8042 -166.3213 142
"3793" 0 1995 55.38467 -164.9102 116
"3794" 10.5326 2014 56.4317 -168.899 150
"3801" 3761.9194 2014 57.309 -169.763 154
"3803" 4.23667 2014 54.4242 -165.1518 127
"3806" 3358.88553 1993 54.30167 -166.33 119
"3810" 24.06717 1995 56.86167 -163.85001 130
"3811" 21.11934 1995 55.3535 -166.8658 131
"3816" 1660.50991 1993 55.32167 -167.84171 108
"3817" 4741.08021 1993 54.86 -168.355 111
"3818" 0 1997 56.944 -163.82033 127
"3820" 0 1993 54.06833 -166.5867 118
"3822" 483.19231 1997 56.26133 -169.6962 113
"3823" 109.3787 1995 55.30967 -168.78529 107
"3833" 88.09997 1999 55.415 -168.1967 135
"3834" 0 1995 55.62517 -164.14549 118
"3835" 0 1995 56.72733 -165.217 119
"3836" 908.37153 1995 54.8455 -164.91701 120
"3851" 98.51757 1995 54.666 -167.2057 109
"3857" 0 2005 55.58983 -166.07651 140
"3858" 66.74402 2005 54.37366 -165.25717 130
"3862" 0 1997 56.87967 -164.0352 110
"3863" 0 1997 56.946 -163.82471 111
"3867" 10.16045 2005 57.29567 -158.62933 133
"3868" 23.19939 2005 57.51733 -158.85617 133
"3869" 200.42981 2005 54.461 -165.01199 130
"3870" 974.06871 2005 56.68033 -161.6355 134
"3876" 136.06571 2005 56.19733 -163.19917 136
"3878" 0 1999 55.50717 -164.5322 105
"3879" 0 1999 55.14717 -165.6873 106
"3880" 0 1991 56.79167 -170.14999 114
"3881" 0 1991 56.625 -171.3167 115
"3882" 20.81363 1991 56 -172.5833 115
"3893" 32.6404 2005 55.14317 -165.68466 138
"3901" 618.76222 2012 56.98767 -168.9527 147
"3903" 128.53829 2012 56.67083 -168.1508 146
"3904" 151.04611 2012 56.88683 -168.365 146
"3905" 49.71196 2012 57.19417 -170.1123 150
"3906" 81.18081 2012 56.32567 -168.3002 147
"3907" 368.83733 2012 56.39067 -170.8098 152
"3908" 349.21009 2012 55.84383 -164.3577 140
"3909" 28.35263 2012 56.36617 -166.3628 137
"3910" 94.36722 2014 56.942 -163.8288 129
"3911" 277.48883 2012 57.1055 -168.5805 146
"3912" 8.20102 2012 57.54683 -169.0293 146
"3915" 0 2012 57.76467 -168.4758 146
"3919" 0 2010 55.12483 -166.65216 127
"3920" 0 2009 56.66667 -163.86951 120
"3921" 25.44341 2002 53.99 -167.55933 141
"3925" 62.62158 2014 55.7455 -163.7587 144
"3928" 62.26067 2014 55.604 -165.1247 143
"3929" 35.84772 2014 55.3872 -164.92 143
"3932" 43.96221 2006 54.11733 -167.17984 131
"3933" 6.38069 2006 55.62366 -164.16684 135
"3938" 18.75675 2012 56.80667 -166.7952 145
"3939" 453.94257 2014 55.6473 -163.1593 145
"3940" 308.95096 2014 58.9495 -171.9345 157
"3941" 99.82682 2014 56.2857 -164.7832 143
"3944" 94.05495 2009 55.35017 -166.35466 171
"3945" 0 2009 57.02433 -168.31751 172
"3946" 20.56807 2010 56.18867 -169.64101 135
"3955" 719.62358 2012 56.2415 -161.1988 143
"3956" 434.93527 2014 56.9017 -161.8462 146
"3958" 0 2006 58.39417 -170.39467 113
"3959" 0 2006 56.00083 -167.9995 176
"3962" 1542.31126 2005 57.97117 -169.35967 144
"3966" 0 2014 54.7157 -164.7042 128
"3973" 21.03481 2009 56.52833 -169.49867 129
"3974" 77.06972 2005 58.77417 -170.28767 144
"3977" 0 2012 56.817 -160.2212 143
"3979" 31.71015 2012 55.973 -169.4043 148
"3985" 97.98086 2006 54.78833 -167.79849 131
"3987" 21.68449 2012 55.886 -162.381 142
"3988" 185.08448 2012 56.32467 -162.8057 142
"3990" 0 2006 57.9105 -168.88667 128
"3992" 780.48938 2002 55.26467 -165.30499 136
"3993" 10990.51493 2002 55.864 -163.36983 137
"3994" 298.48433 2002 55.36817 -165.89284 139
"3996" 4.70353 2012 55.3885 -164.9222 138
"3997" 282.80659 2012 55.6455 -163.165 140
"3999" 4589.00069 2012 57.72766 -171.1722 151
"4001" 0 2006 58.59333 -170.0195 112
"4005" 78.99489 2006 55.602 -165.147 134
"4013" 205.19316 2014 56.725 -165.2115 148
"4014" 258.32092 2008 56.1125 -162.60317 135
"4015" 0 2009 56.86983 -169.327 129
"4016" 24.66416 2009 56.74833 -169.69634 129
"4018" 366.53976 2014 56.4862 -165.987 148
"4019" 30.24441 2014 55.7893 -167.2842 148
"4020" 402.75438 2003 56.69883 -160.61867 140
"4030" 0 2008 56.3565 -160.8015 135
"4031" 16.38341 2014 58.2835 -170.098 131
"4033" 67.86062 2003 55.0305 -166.06867 144
"4047" 24.39891 2008 55.0555 -165.08366 140
"4048" 0 2009 55.30817 -163.338 134
"4050" 79.26136 2008 54.91084 -166.4435 141
"4054" 9.94955 2007 58.18683 -162.13167 166
"4056" 0 2008 57.58333 -164.18333 166
"4057" 0 2008 56.23333 -165.13333 167
"4058" 258.3859 2008 56.325 -161.61166 158
"4059" 0 2009 57.08583 -163.398 160
"4070" 0 2009 57.00033 -162.4545 132
"4073" 0 2006 54.3995 -165.11433 142
"4076" 241.18379 2014 56.3233 -162.8073 145
"4083" 0 2010 55.435 -168.08116 122
"4087" 0 2010 54.4155 -165.15384 128
"4088" 5.58293 2010 55.14183 -165.679 128
"4089" 0 2007 55.25633 -171.632 137
"4090" 19.93234 1994 53.63833 -167.29829 119
"4091" 51.90802 2006 54.27983 -164.71834 142
"4092" 22.80548 2007 55.75067 -169.20934 129
"4093" 28.41613 2007 56.59 -171.96567 134
"4094" 1328.54683 2007 56.52767 -169.48351 131
"4096" 45.71482 2010 55.1855 -163.73216 129
"4098" 0 2007 57.32583 -168.8015 133
"4099" 0 2007 56.11167 -168.09117 129
"4100" 8.87503 2007 54.984 -167.98683 128
"4102" 17.4333 2007 56.9045 -164.84567 103
"4103" 3.55937 2007 57.95267 -171.05467 119
"4106" 23.92187 1994 55.315 -167.8483 107
"4107" 91.33852 1994 54.28333 -165.75 118
"4108" 1965.05617 1994 54.865 -168.3783 107
"4109" 514.13159 1994 54.96833 -168.0033 107
"4111" 653.82601 1994 53.98 -167.53 110
"4112" 230.44339 1994 54.355 -166.41499 110
"4113" 638.35049 1994 54.88 -168.04671 111
"4114" 68.78741 2007 56.14967 -171.5295 136
"4117" 0 2007 58.94983 -170.32733 105
"4119" 288.85166 2009 58.30317 -171.65401 181
"4129" 16.25576 2014 55.484 -165.5105 142
"4134" 224.96257 2005 56.47783 -160.40984 132
"4135" 0 2005 56.72017 -159.61034 132
"4136" 50.32011 2005 57.402 -159.244 133
"4147" 2819.05867 2005 57.12283 -161.056 134
"4148" 944.2743 2005 56.80367 -161.231 134
"4150" 914.4607 2014 55.886 -162.3828 145
"4151" 1520.49676 2005 56.33717 -161.81416 135
"4152" 94.54221 2005 54.94433 -164.50684 130
"4153" 86.87026 2005 55.72483 -164.75467 137
"4160" 0 1999 56.30383 -163.8017 107
"4161" 11.2576 1991 56.48333 -165.9167 110
"4163" 37.63089 1991 55.2 -168.6833 112
"4172" 256.23236 1988 55.42 -165.45 106
"4173" 12.40909 1988 56.45 -164.6667 109
"4174" 819.80553 1988 56.58833 -168.5833 115
"4175" 36.17737 1988 55.28333 -171.3833 115
"4176" 140.7417 1991 54.5 -168.76669 108
"4177" 0 2012 54.46667 -166.0307 120
"4179" 595.92452 2014 58.0287 -172.9322 158
"4181" 30.46823 2012 55.19067 -169.1708 121
"4183" 107.15945 2014 55.4038 -163.9397 144
"4187" 162.66221 2014 55.9633 -163.9708 144
"4188" 583.05898 2014 57.4927 -171.8957 155
"4194" 974.51336 2014 56.3408 -161.8042 146
"4198" 67.64368 1995 55.029 -166.0657 116
"4200" 1856.01534 2014 56.2013 -163.1995 145
"4207" 122.48836 1997 54.68067 -166.23267 130
"4209" 76.88626 1995 55.07417 -164.52431 125
"4210" 437.784 1995 56.12833 -167.12331 127
"4211" 7.14857 1995 56.84567 -164.8322 127
"4212" 0 1995 55.5705 -167.0687 128
"4214" 86.62848 1995 55.80767 -166.31821 128
"4215" 114.38991 1995 56.18333 -164.19 130
"4218" 4.79932 2014 55.3678 -165.9 142
"4219" 8100.08353 2014 57.6493 -169.6103 154
"4220" 651.87286 2014 56.7478 -169.697 152
"4221" 8393.03018 2014 56.868 -169.3255 152
"4222" 38.3886 1997 55.98667 -166.58299 126
"4223" 1004.90524 1997 56.43367 -170.2175 113
"4225" 10.2532 1995 55.06717 -164.11301 113
"4230" 1070.47617 2014 57.39 -171.3162 154
"4231" 25.90716 1993 55.57 -167.095 107
"4232" 574.87326 1993 55.45 -167.46831 107
"4233" 7.33516 1993 54.79833 -166.8333 107
"4237" 21.53817 1997 56.76883 -164.33733 127
"4240" 1597.6591 1993 54.89167 -167.395 108
"4241" 908.11243 1993 54.315 -168.3033 109
"4243" 72.79424 1993 54.69833 -169.69501 111
"4244" 310.56225 1993 54.97833 -168.0067 112
"4245" 1254.20711 1993 54.92333 -167.9433 112
"4246" 0 1995 55.64317 -163.16229 114
"4247" 0 1995 55.74317 -163.75971 114
"4249" 2816.19226 1993 54.82167 -167.82829 112
"4250" 1285.9347 1993 54.90333 -168.045 112
"4251" 302.99339 1993 54.74167 -168.12669 112
"4252" 86.75999 1999 54.33833 -165.42 139
"4253" 141.92518 1999 54.40583 -165.1248 138
"4254" 7.29772 1995 56.48667 -165.9838 118
"4255" 0 1995 56.50483 -165.00349 119
"4256" 0 1995 56.74533 -164.2308 119
"4257" 298.53177 1995 54.99367 -168.0007 108
"4258" 228.29577 1995 54.84517 -164.79649 120
"4259" 86.25004 2005 54.39983 -165.11966 142
"4260" 30.10737 1997 53.36717 -168.73067 124
"4266" 74.41103 1997 55.43183 -168.07221 108
"4267" 0 1995 55.0075 -167.0338 111
"4268" 249.48656 1995 54.32967 -165.4072 111
"4298" 0 2008 55.487 -165.51334 140
"4299" 5.73883 2014 58.6195 -170.2747 131
"4300" 448.15813 2014 56.888 -168.3638 151
"4301" 28.16831 2003 55.30567 -163.33701 139
"4302" 38.44407 2003 54.46633 -166.0275 138
"4304" 0 2003 54.44833 -167.0025 144
"4310" 0 2008 56.79833 -161.2325 135
"4311" 0 2009 56.76983 -168.73599 130
"4312" 0 2009 55.72766 -164.748 134
"4315" 16.79896 2010 56.97033 -160.3365 160
"4316" 0 2010 57.28467 -162.77617 163
"4317" 0 2010 56.68167 -163.996 165
"4318" 0 2007 56.68267 -164.5795 172
"4319" 14.28782 2007 58.0305 -158.37083 163
"4320" 42.54411 2010 55.50517 -164.53149 129
"4323" 37.88042 2008 55.30767 -163.33467 139
"4324" 61.34496 2008 56.0035 -161.98866 135
"4325" 116.64574 1994 54.83167 -168.5967 113
"4330" 252.84089 2010 55.962 -163.974 130
"4331" 61.8388 2010 55.42533 -162.951 130
"4332" 239.20067 2010 55.86483 -163.37433 131
"4334" 89.63212 2007 55.591 -171.47434 136
"4338" 0 2007 54.9875 -167.99851 137
"4339" 0 2007 54.54817 -167.58 138
"4340" 4974.06583 1994 54.525 -165.3933 118
"4345" 0 2009 56.94733 -163.8295 120
"4346" 7.08566 2007 56.79233 -173.12466 135
"4347" 535.97595 1994 54.73 -165.5567 118
"4348" 35.31976 1994 53.54833 -167.6133 120
"4349" 43.21356 1994 54.52333 -166 118
"4350" 229.6707 1994 54.66333 -167.205 109
"4351" 56.9986 1994 54.81667 -165.8683 109
"4352" 0 2007 56.87817 -164.11099 130
"4353" 0 2007 57.50517 -167.98967 103
"4354" 0 2007 57.82833 -168.85217 130
"4355" 151.06974 2010 54.58916 -165.65384 128
"4358" 772.40344 2002 55.1735 -164.70151 135
"4360" 431.17674 2007 57.08833 -169.54967 133
"4361" 130.06719 1994 54.22833 -166.77831 110
"4365" 0 2012 57.03883 -160.44 143
"4371" 103.20312 2005 54.59033 -165.65384 139
"4372" 24.3983 2005 54.33617 -166.41834 139
"4373" 36.90988 2005 57.06267 -159.43016 133
"4380" 0 2008 56.66783 -163.86183 127
"4382" 0 2007 57.64883 -167.12917 180
"4384" 1339.09877 2005 56.69933 -160.62351 134
"4385" 1561.26437 2005 56.77783 -162.24451 135
